label,Area,id_gh2ax,id_ku80,id_fak,id_dapi,tto
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_5.tiff,4.439,134001.146,75669.326,74480.506,141909.352,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_50.tiff,2.287,47334.612,39433.247,31178.485,64862.34,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_51.tiff,2.245,95572.377,44187.485,42087.214,65030.851,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_52.tiff,2.975,59322.116,36633.761,29044.078,64092.382,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_53.tiff,5.154,171005.673,99182.373,84028.75,175928.641,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_54.tiff,2.395,61682.464,37532.312,35760.088,74980.988,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_55.tiff,3.312,63412.833,64988.668,51186.109,110107.05,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_56.tiff,3.287,89423.841,61293.928,51072.098,116847.65,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_57.tiff,2.343,50680.164,41667.232,34417.442,74164.618,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_58.tiff,4.401,126474.489,63745.534,65312.468,120700.81,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_59.tiff,2.433,60553.142,40246.169,34947.703,89159.305,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_6.tiff,2.445,80890.054,35518.384,38625.212,64067.653,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_60.tiff,2.503,80192.029,42310.715,39212.569,80018.879,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_61.tiff,2.391,59429.467,34836.833,37361.15,68078.94,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_62.tiff,2.296,52187.897,32775.779,33142.364,74953.043,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_63.tiff,2.378,64214.125,37039.104,36139.273,74616.458,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_64.tiff,2.582,77708.158,46970.845,43219.267,109795.133,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_65.tiff,3.406,86410.017,51285.324,48285.923,109943.689,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_66.tiff,3.424,91905.582,44802.296,47379.131,93677.141,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_67.tiff,2.526,82856.932,44968.302,41760.91,75795.965,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_68.tiff,6.736,227938.243,101395.756,113781.601,202938.562,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_69.tiff,2.687,70094.244,34663.378,38967.773,77339.425,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_7.tiff,2.395,138172.394,64154.572,52861.11,76370.656,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_70.tiff,2.645,63118.526,29926.058,30408.813,59202.164,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_71.tiff,2.386,61245.242,37728.579,37224.413,68999.34,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_72.tiff,2.802,95277.386,43021.807,44811.947,79959.296,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_73.tiff,2.919,87362.373,32273.695,38993.255,77773.282,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_74.tiff,3.705,125739.632,61571.743,59045.114,115053.667,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_75.tiff,3.005,84808.395,56215.624,51608.776,91703.735,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_76.tiff,3.741,118927.184,62122.466,63373.829,120847.858,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_77.tiff,2.395,61782.743,34182.675,34384.293,62310.476,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_78.tiff,3.297,80457.951,43425.49,45189.806,88661.521,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_79.tiff,2.296,67382.312,32609.691,37585.054,59047.832,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_8.tiff,4.281,176899.439,109102.914,83275.449,135752.119,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_80.tiff,2.561,54562.643,44869.844,37458.074,73752.204,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_81.tiff,3.243,76282.179,39193.981,43634.881,76506.913,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_82.tiff,2.439,77531.228,30800.504,39071.362,62206.628,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_83.tiff,2.595,88667.37,44997.506,42413.11,72017.446,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_84.tiff,2.541,88815.726,39223.817,41712.36,62473.271,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_85.tiff,5.385,205462.495,92639.51,89855.238,151854.02,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_86.tiff,4.171,130838.463,59281.424,64073.924,104645.332,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_87.tiff,3.128,80437.143,68233.709,53144.639,108852.618,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_88.tiff,3.774,102166.908,50377.948,62689.924,96553.782,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_89.tiff,2.695,78963.557,36964.493,39961.164,69324.302,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_9.tiff,4.325,171933.078,75461.629,76068.158,132773.7,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_90.tiff,2.954,115986.437,40774.738,47542.466,79868.308,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_91.tiff,4.322,107735.179,54247.87,54859.035,101898.166,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_92.tiff,2.651,62022.439,37872.232,38491.171,72829.002,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_93.tiff,3.93,132401.071,66573.708,68756.879,99354.138,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_94.tiff,2.445,58793.78,37781.109,36170.089,77276.182,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_95.tiff,2.903,87839.721,42228.619,47678.364,92745.29,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_96.tiff,2.687,94707.509,32163.436,44542.465,70861.817,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_97.tiff,2.751,90784.964,39193.172,49447.248,77616.475,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(12).tifnucleo_0-roi_98.tiff,2.526,59636.225,35885.516,33566.933,57293.708,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_0.tiff,2.7,29759.693,55006.165,50011.055,67434.52,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_1.tiff,2.391,50950.834,43997.152,43738.076,72890.282,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_10.tiff,2.295,35007.502,44614.088,40060.092,68655.528,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_2.tiff,2.547,41017.881,52394.143,47184.551,66372.734,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_3.tiff,2.395,34422.632,46387.509,37147.953,65247.242,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_4.tiff,2.944,32336.238,61068.517,49771.396,83661.916,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_5.tiff,2.545,31232.686,43287.023,44791.315,73247.819,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_6.tiff,2.395,27338.696,35823.366,44460.237,62914.451,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_7.tiff,2.391,32568.176,54056.606,42201.317,65342.254,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_8.tiff,2.859,38192.075,56742.644,56899.466,78424.586,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_0(6).tifnucleo_0-roi_9.tiff,2.744,34497.205,48336.417,42467.299,83092.361,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_0.tiff,3.555,48713.291,70089.436,69853.947,90731.188,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_1.tiff,2.916,32388.646,63638.319,49709.285,75208.002,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_10.tiff,2.919,19400.849,74026.249,61038.705,81003.793,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_11.tiff,2.865,31003.123,61534.71,56469.534,71538.516,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_2.tiff,2.292,18556.889,58832.194,46976.972,66427.323,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_3.tiff,2.599,35014.25,75840.249,62469.386,74917.087,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_4.tiff,2.547,47680.526,60116.622,62478.79,62888.545,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_5.tiff,3.431,34414.936,80596.723,71988.541,93644.905,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_6.tiff,2.394,20280.51,57851.477,50585.895,61162.148,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_7.tiff,2.394,25844.545,46718.018,45351.657,62801.215,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_8.tiff,2.296,18112.519,48689.811,42811.981,53070.423,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-10_Out_Channel Alignment.czi_nucleo_1(6).tifnucleo_0-roi_9.tiff,2.883,27383.024,64859.326,54054.923,74092.808,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_0.tiff,3.202,101806.732,34084.171,39447.982,56552.851,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_1.tiff,2.599,83026.156,27657.034,33093.939,48690.072,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_10.tiff,2.916,64530.954,57841.008,38389.475,71717.006,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_11.tiff,3.128,118666.268,53888.92,38511.975,73211.645,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_12.tiff,4.391,110964.984,72077.055,55412.187,100467.748,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_13.tiff,3.085,106265.314,56468.7,42306.707,74208.492,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_14.tiff,3.34,108528.706,45711.799,44088.594,80465.475,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_15.tiff,3.497,110444.472,57849.542,46324.312,74784.111,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_2.tiff,2.248,44501.782,30672.124,28618.596,52730.77,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_3.tiff,2.811,78840.434,30204.944,32522.11,54694.129,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_4.tiff,2.755,127769.55,44502.425,38858.035,62390.533,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_5.tiff,2.645,55051.504,32278.01,31025.526,56282.539,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_6.tiff,4.21,182768.491,71878.989,53835.149,93685.789,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_7.tiff,2.394,108737.632,48252.32,31226.897,58446.101,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_8.tiff,3.243,92218.114,47705.9,41675.615,78284.851,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_0(10).tifnucleo_0-roi_9.tiff,2.445,69536.856,33198.623,29760.637,48929.197,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_0.tiff,4.048,103228.025,55625.3,52347.789,64436.284,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_1.tiff,3.14,71567.838,67612.736,40876.257,63760.68,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_10.tiff,2.443,33811.46,33746.117,24726.319,41513.595,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_11.tiff,3.636,70664.047,57146.289,40308.963,68748.387,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_12.tiff,3.251,81405.249,53722.655,36541.681,69045.091,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_13.tiff,2.445,45367.738,28809.726,24990.412,41599.078,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_14.tiff,2.333,41360.342,55410.753,26966.811,54769.989,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_15.tiff,3.424,77323.787,42184.093,34933.554,58775.131,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_16.tiff,3.992,87469.83,64798.105,40247.396,70651.111,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_17.tiff,2.736,73661.256,45488.14,31609.556,57327.091,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_18.tiff,3.022,77729.224,47589.722,32600.435,49845.088,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_19.tiff,2.853,61881.095,40875.86,31607.213,46523.873,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_2.tiff,2.919,69822.064,34097.02,31443.402,46770.354,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_20.tiff,3.659,98452.065,57063.566,41196.972,60330.333,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_21.tiff,2.865,70552.291,62617.088,35457.946,52717.542,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_22.tiff,4.25,100629.397,50423.321,43939.358,61668.311,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_23.tiff,3.251,55896.035,45520.144,36816.709,56594.195,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_3.tiff,2.859,51100.206,68110.885,36306.469,56989.89,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_4.tiff,2.487,57825.167,60180.436,35057.61,62540.799,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_5.tiff,3.615,67076.058,68798.192,40030.575,63824.596,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_6.tiff,2.774,54948.169,57366.993,33177.368,54566.263,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_7.tiff,3.243,73251.266,78929.177,46667.584,70505.793,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_8.tiff,3.93,89676.752,52184.428,40519.557,69237.941,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_9.tiff,2.595,51011.864,48823.781,30982.119,60887.095,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_0.tiff,2.638,57256.109,34149.817,31679.872,85021.238,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_1.tiff,4.79,137320.3,84058.2,58206.945,107545.906,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_10.tiff,3.864,103692.198,81085.316,42701.566,108292.45,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_11.tiff,2.59,51522.558,48953.373,29409.189,69942.982,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_12.tiff,2.963,77017.583,55814.158,38063.647,92604.323,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_13.tiff,3.128,98729.55,38251.295,34477.535,77134.453,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_14.tiff,2.479,27676.762,39975.552,14390.578,47054.603,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_15.tiff,2.295,50630.204,53244.636,31054.875,73165.493,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_16.tiff,2.439,57919.78,54122.377,34120.463,76726.5,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_17.tiff,7.422,180844.289,139746.277,87829.134,175019.988,doxdmso
DOX12-DMSO12-gH2AX-647-ku80-546-fak-488-dapi-405-11_Out_Channel Alignment.czi_nucleo_2(15).tifnucleo_0-roi_18.tiff,2.969,97935.324,55379.116,31526.933,68493.07,doxdmso
