label,Area,id_gh2ax,id_ku80,id_fak,id_dapi,tto
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_2.tiff,3.027,7324.033,38329.25,21343.97,112075.838,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_3.tiff,2.295,3360.775,42361.664,21060.382,89071.654,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_4.tiff,2.916,4403.519,52154.952,27117.96,112748.605,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_5.tiff,2.248,2540.752,39679.593,20402.622,94926.676,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_6.tiff,2.595,5182.634,52886.814,30252.793,110852.49,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_7.tiff,3.2,5121.087,49948.611,29861.155,137956.666,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_8.tiff,2.975,7065.183,34636.293,21837.424,104300.565,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-06_Out_Channel Alignment.czi_nucleo_1(9).tifnucleo_0-roi_9.tiff,3.545,6223.639,64669.929,34684.048,164325.415,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_0.tiff,2.751,24629.06,55084.663,15065.335,25700.668,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_1.tiff,2.534,18194.216,64306.078,15888.565,29529.961,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_10.tiff,2.292,24172.431,47239.775,13709.396,23034.142,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_2.tiff,4.944,42292.353,109761.07,26471.718,51968.033,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_3.tiff,2.63,23138.484,45944.738,13165.939,23955.178,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_4.tiff,2.755,18804.861,56237.392,14697.84,27832.321,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_5.tiff,4.878,40264.479,104207.874,22997.125,53695.583,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_6.tiff,2.802,19518.78,38268.853,13508.321,23709.596,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_7.tiff,2.994,23370.801,98112.898,18691.972,37836.03,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_8.tiff,2.865,17311.677,54002.542,15957.754,32129.479,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_9.tiff,2.703,17491.471,59369.618,14225.224,31631.028,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_0.tiff,3.545,20348.258,68694.387,15748.428,33713.126,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_1.tiff,3.911,29170.241,61768.218,16616.017,31180.385,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_10.tiff,3.202,18917.531,72612.122,14497.284,40619.592,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_11.tiff,2.751,24414.962,43747.007,12738.798,32829.858,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_12.tiff,3.029,15273.986,66789.374,14535.534,33820.617,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_2.tiff,6.45,67670.59,93123.844,29564.219,52748.001,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_3.tiff,4.366,31411.93,80688.42,20813.708,47358.423,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_4.tiff,3.932,33140.177,73582.904,17258.77,40018.535,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_5.tiff,4.705,38714.572,109875.831,23358.842,52939.446,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_6.tiff,3.015,10073.036,54504.967,12089.143,30537.643,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_7.tiff,3.738,22042.361,60168.162,15813.539,38609.128,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_8.tiff,3.97,29016.588,52951.46,14316.868,37655.909,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_1(10).tifnucleo_0-roi_9.tiff,2.883,19112.536,66015.975,16177.427,32830.219,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_0.tiff,2.296,11185.82,33657.332,9920.513,26066.655,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_1.tiff,3.14,13150.392,27674.279,11524.711,30737.46,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_10.tiff,3.602,16287.977,55942.792,16271.9,39575.746,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_2.tiff,2.545,11446.784,35583.118,9765.354,27245.341,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_3.tiff,2.695,19096.578,40442.382,13518.188,32310.325,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_4.tiff,3.946,19575.905,62349.062,16579.522,42451.31,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_5.tiff,2.439,13093.653,22284.27,8873.286,28559.673,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_6.tiff,2.487,13143.841,39437.247,10418.714,27980.242,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_7.tiff,4.94,25379.831,41178.632,16296.946,53259.21,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_8.tiff,2.666,14981.352,28165.016,10021.129,27894.014,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_2(11).tifnucleo_0-roi_9.tiff,3.144,19120.529,28946.491,11592.377,35151.463,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_3(12).tifnucleo_0-roi_0.tiff,5.154,38200.461,40671.701,15554.675,46837.438,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-07_Out_Channel Alignment.czi_nucleo_3(12).tifnucleo_0-roi_1.tiff,4.25,23768.917,61205.16,16653.102,54606.423,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_0.tiff,2.638,16902.322,55073.253,44941.238,14713.999,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_1.tiff,2.973,21039.72,50085.137,46804.817,18304.698,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_10.tiff,3.022,25479.159,54776.677,52757.435,18999.596,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_11.tiff,2.919,14963.385,55980.321,51223.249,17023.023,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_12.tiff,3.056,23238.933,74464.206,53491.956,19955.423,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_13.tiff,4.318,42149.012,107687.095,79631.877,29420.885,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_14.tiff,2.649,17599.169,93569.795,63801.178,21969.149,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_15.tiff,3.674,33477.742,68203.126,57448.658,21098.215,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_16.tiff,2.651,21179.99,53920.281,49809.003,18663.455,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_17.tiff,3.615,19214.788,68556.032,57490.344,22540.642,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_18.tiff,2.703,16435.875,49818.026,46607.054,16001.231,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_19.tiff,3.022,25800.551,53702.228,53455.388,18614.624,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_2.tiff,3.555,35870.003,97838.723,70332.037,25617.222,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_20.tiff,2.599,12454.197,49169.619,42699.681,15378.056,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_21.tiff,2.62,11741.173,73290.394,50048.989,18902.639,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_22.tiff,2.7,14193.825,46520.064,39859.576,16242.61,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_3.tiff,2.755,26082.695,95478.956,59684.215,21884.523,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_4.tiff,3.9,35560.453,98233.428,73557.92,27565.27,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_5.tiff,2.638,28966.858,58131.249,52131.377,16244.937,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_6.tiff,2.492,24519.213,62041.96,54750.823,16379.938,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_7.tiff,2.811,36569.048,70849.267,66613.167,18057.476,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_8.tiff,2.582,19542.927,34707.031,39687.51,16397.062,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_0(9).tifnucleo_0-roi_9.tiff,3.067,19862.806,75991.108,63473.974,19041.296,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_0.tiff,3.306,26171.495,60896.231,58411.901,20161.808,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_1.tiff,2.495,12076.102,43901.849,45673.29,15744.199,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_10.tiff,2.345,13737.205,40605.091,34083.376,15295.105,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_11.tiff,2.345,13035.284,40709.477,39211.846,14818.679,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_12.tiff,2.919,13834.413,53451.048,48865.447,16340.1,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_2.tiff,2.811,15964.046,43257.42,45441.411,15391.056,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_3.tiff,3.181,24827.07,47750.079,59300.766,17045.004,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_4.tiff,2.651,10772.663,42474.957,44606.754,14939.989,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_5.tiff,2.391,12507.237,38859.363,47425.191,15296.134,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_6.tiff,3.987,34819.208,63248.186,71921.492,25803.048,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_7.tiff,2.47,29678.768,30641.645,44231.722,15130.39,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_8.tiff,2.545,13694.187,35453.734,44954.638,14588.605,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-08_Out_Channel Alignment.czi_nucleo_2(10).tifnucleo_0-roi_9.tiff,2.726,18308.42,36391.926,43948.025,17868.602,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_0.tiff,3.919,86836.51,8651.719,49282.827,60518.556,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_1.tiff,2.296,35626.152,5857.479,27033.546,40879.672,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_10.tiff,2.487,37587.434,14106.23,49600.25,51665.92,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_11.tiff,2.802,49971.373,6717.818,38937.688,46911.398,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_12.tiff,2.394,42033.681,7717.663,29160.781,42331.329,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_13.tiff,2.703,53717.194,5810.328,29211.845,46750.663,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_14.tiff,3.181,78707.441,16746.369,62618.757,60331.471,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_15.tiff,6.244,128035.956,24873.404,108912.393,111024.37,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_16.tiff,2.744,47461.385,16382.815,54180.763,57488.993,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_17.tiff,2.496,50552.978,7625.512,33956.834,43369.69,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_18.tiff,2.295,42400.872,9826.674,36869.611,37736.664,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_19.tiff,2.248,45062.548,12142.343,41577.022,39781.526,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_2.tiff,3.864,85239.146,16166.004,66265.14,66793.499,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_20.tiff,2.811,49186.723,10429.515,43481.322,48286.453,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_21.tiff,2.545,50999.003,5548.268,29852.163,44780.406,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_22.tiff,3.2,95346.999,13762.813,57070.23,57920.812,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_23.tiff,2.443,41505.389,4772.494,35395.513,39017.673,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_24.tiff,3.318,55968.381,11521.236,52349.899,61969.648,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_25.tiff,2.598,30927.068,5672.668,33396.637,47457.947,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_26.tiff,2.295,43156.442,8229.064,33981.177,44556.162,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_27.tiff,2.495,41480.415,3885.728,27617.425,37205.66,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_28.tiff,3.209,51541.052,13264.347,50030.754,65483.457,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_29.tiff,3.784,74460.925,6205.967,45349.376,63185.861,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_3.tiff,2.695,52431.728,17208.401,60926.224,47502.157,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_30.tiff,5.043,169573.23,11531.898,75304.408,82045.013,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_31.tiff,2.394,48592.123,5892.851,30621.13,40651.36,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_32.tiff,2.651,40163.942,4914.258,26387.456,45497.358,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_33.tiff,3.48,73703.83,4567.42,20674.834,52007.181,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_4.tiff,3.327,56440.804,12058.009,48914.763,56318.696,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_5.tiff,2.62,45651.55,12946.224,48712.064,51155.51,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_6.tiff,2.651,40038.553,3486.284,27768.723,39313.898,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_7.tiff,2.445,42990.663,12635.762,44065.931,43476.427,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_8.tiff,3.128,53926.114,11656.429,53192.418,53514.746,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_0(5).tifnucleo_0-roi_9.tiff,2.598,38156.808,12568.68,44912.558,51945.071,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_0.tiff,3.551,44243.555,39788.857,81467.399,85778.516,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_1.tiff,3.075,61232.661,26639.435,67948.39,71267.203,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_10.tiff,3.158,49664.101,35370.056,67549.459,70994.438,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_11.tiff,2.811,37563.82,25674.592,56478.361,62084.084,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_12.tiff,3.678,44991.259,35214.939,70867.669,94457.121,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_13.tiff,2.495,36030.414,27364.22,62131.808,63827.225,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_14.tiff,2.645,43911.36,30173.038,63450.25,72377.464,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_2.tiff,2.292,23010.226,20849.224,52302.74,61991.206,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_3.tiff,3.128,68354.247,29002.261,70262.767,81149.264,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_4.tiff,3.259,42126.1,24204.612,60773.711,73410.874,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_5.tiff,2.645,38567.828,27380.986,52376.036,65242.828,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_6.tiff,3.406,50313.245,29479.534,64153.027,73880.414,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_7.tiff,2.598,27566.449,36999.03,55166.034,72035.912,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_8.tiff,3.256,45250.992,28549.444,63477.053,75431.367,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_1(5).tifnucleo_0-roi_9.tiff,4.819,96816.567,53794.842,105962.633,127597.201,doxpf
DOX12-PF12-gH2AX-647-ku80-546-fak-488-dapi-405-09_Out_Channel Alignment.czi_nucleo_2(4).tifnucleo_0-roi_0.tiff,3.022,18795.528,4966.135,27135.91,42796.931,doxpf
