n,tto n,tto,Label,Area,Mean,IntDen ku80,IntDengh2ax,Md Mean ku80,Md Mean gh2ax,CTCF ku80,CTCF gh2ax
168,15,dox_sifak,(11)Dox-siFAK-h2ax-647-ku80-564-dapi-08_Out_Channel Alignment-1.cziku80:0002-1704,184.792,8874.869,1640000.948,2662323.88,658.7796667,159.5396667,1518263.736,2632842.226
169,16,dox_sifak,(10)Dox-siFAK-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.cziku80:0001-0560,256.084,5995.269,1535292.058,4489055.626,400.6386667,86.41466667,1432694.906,4466926.213
170,17,dox_sifak,(10)Dox-siFAK-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.cziku80:0002-1961,203.321,4338.143,882033.545,2827046.63,400.6386667,86.41466667,800575.2907,2809476.714
171,18,dox_sifak,(11)Dox-siFAK-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.cziku80:0001-0866,191.015,6210.751,1186348.708,2328249.797,366.458,91.04633333,1116349.733,2310858.582
172,19,dox_sifak,(11)Dox-siFAK-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.cziku80:0002-0875,181.796,4045.022,735367.056,1636408.153,366.458,91.04633333,668746.4574,1619856.294
173,20,dox_sifak,(11)Dox-siFAK-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.cziku80:0003-1720,262.337,3885.944,1019426.342,2253870.245,366.458,91.04633333,923290.8497,2229985.423
174,21,dox_sifak,(9)Dox-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.cziku80:0001-0901,211.353,3739.63,790382.528,1921458.281,380.3043333,109.5803333,710004.0662,1898298.149
175,22,dox_sifak,(9)Dox-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.cziku80:0002-1072,173.73,4118.116,715439.018,1918490.562,380.3043333,109.5803333,649368.7462,1899453.171
176,23,dox_sifak,(9)Dox-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.cziku80:0003-1620,166.11,3732.325,619975.748,1773797.396,380.3043333,109.5803333,556803.3952,1755595.007
177,24,dox_sifak,(9)Dox-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.cziku80:0004-2096,153.944,3097.763,476881.9,383957.926,380.3043333,109.5803333,418336.3297,367088.6912
178,25,dox_sifak,(14)Dox-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.cziku80:0001-0601,281.379,1730.864,487029.248,6420252.231,146.169,257.0946667,445900.3609,6347911.191
179,26,dox_sifak,(14)Dox-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.cziku80:0002-0982,144.55,2442.529,353066.382,3182674.364,146.169,257.0946667,331937.6531,3145511.33
180,27,dox_sifak,(14)Dox-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.cziku80:0003-1385,110.159,2108.143,232231.136,3082399.473,146.169,257.0946667,216129.3051,3054078.182
181,28,dox_sifak,(13)Dox-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.cziku80:0001-0251,187.046,12671.109,2370084.595,5454528.96,1038.233333,226.434,2175887.203,5412175.386
182,29,dox_sifak,(13)Dox-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.cziku80:0002-0913,198.547,15607.038,3098729.033,7334065.732,1038.233333,226.434,2892590.919,7289107.941
183,30,dox_sifak,(13)Dox-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.cziku80:0003-2184,145.091,13833.51,2007119.566,3148078.389,1038.233333,226.434,1856481.253,3115224.854
184,31,dox_sifak,(9)Dox-siFAK-h2ax-647-ku80-564-dapi-14_Out_Channel Alignment-1.cziku80:0001-0261,207.809,11147.993,2316656.642,6656986.298,977.617,236.773,2113499.031,6607782.738
185,32,dox_sifak,(9)Dox-siFAK-h2ax-647-ku80-564-dapi-14_Out_Channel Alignment-1.cziku80:0002-1941,201.55,9964.319,2008310.081,5040344.029,977.617,236.773,1811271.375,4992622.431
186,33,dox_sifak,(9)Dox-siFAK-h2ax-647-ku80-564-dapi-14_Out_Channel Alignment-1.cziku80:0003-2120,149.22,5984.469,893003.715,1206863.431,977.617,236.773,747123.7063,1171532.164
187,34,dox_sifak,(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.cziku80:0001-0652,297.377,2698.809,802563.812,5190320.597,276.0526667,81.637,720472.0981,5166043.631
188,35,dox_sifak,(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.cziku80:0002-1711,250.886,2850.963,715267.27,4384517.209,276.0526667,81.637,646009.5207,4364035.629
189,36,dox_sifak,(15)Dox-siFAK-h2ax-647-ku80-564-dapi-16_Out_Channel Alignment-1.cziku80:0001-0769,253.309,5499.781,1393146.056,5471733.676,496.4563333,105.0806667,1267389.199,5445115.797
190,37,dox_sifak,(15)Dox-siFAK-h2ax-647-ku80-564-dapi-16_Out_Channel Alignment-1.cziku80:0002-0824,219.448,5776.277,1267593.064,3743797.58,496.4563333,105.0806667,1158646.715,3720737.838
191,38,dox_sifak,(18)Dox-siFAK-h2ax-647-ku80-564-dapi-17_Out_Channel Alignment-1.cziku80:0001-0607,170.039,9741.167,1656381.175,3379765.215,885.01,116.7553333,1505894.96,3359912.255
192,39,dox_sifak,(18)Dox-siFAK-h2ax-647-ku80-564-dapi-17_Out_Channel Alignment-1.cziku80:0002-0884,148.449,11511.266,1708834.496,2859322.849,885.01,116.7553333,1577455.647,2841990.637
193,40,dox_sifak,(18)Dox-siFAK-h2ax-647-ku80-564-dapi-17_Out_Channel Alignment-1.cziku80:0003-1462,160.8,10138.081,1630201.123,3430967.184,885.01,116.7553333,1487891.515,3412192.926
194,41,dox_sifak,(18)Dox-siFAK-h2ax-647-ku80-564-dapi-17_Out_Channel Alignment-1.cziku80:0004-1657,223.428,9378.685,2095456.261,4148309.973,885.01,116.7553333,1897720.247,4122223.562
