 	Label	Area	Mean	Mode	Min	Max	IntDen	Median	Skew	Kurt	RawIntDen	Group
125	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0016-0272	0.586	6611.810	3107	3002	16006	3876.548	6133	0.727	0.052	3729061.000	2
126	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0017-0284	1.017	5312.669	4748	3003	16681	5401.287	4748	1.849	4.433	5195790.000	2
127	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0018-0291	0.823	6316.620	3652	3003	18522	5200.626	5706	1.272	2.114	5002763.000	2
128	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0019-0320	0.134	6167.434	3282	3054	12430	827.065	5452	0.749	-0.582	795599.000	2
129	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0020-0330	0.488	6640.652	3334	3002	18582	3237.645	5790	1.111	1.144	3114466.000	2
130	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0021-0333	0.494	7099.331	7549	3019	14584	3505.554	6673	0.385	-0.912	3372182.000	2
131	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0022-0337	0.349	4945.798	3170	3005	9469	1727.513	4690	0.879	0.373	1661788.000	2
132	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0023-0353	0.714	6385.978	4688	3003	15779	4560.683	5871	1.073	0.782	4387167.000	2
133	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0024-0358	0.367	5269.272	3084	3016	12094	1933.619	4828	1.174	1.044	1860053.000	2
134	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0025-0362	0.209	5881.935	3841	3018	13349	1229.029	5301	1.010	0.312	1182269.000	2
135	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0001-0126	0.290	4522.505	2417	2254	12137	1311.683	4282	1.315	2.098	1261779.000	2
136	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0002-0161	0.172	3901.564	2362	2253	8252	669.219	3467	1.055	0.447	643758.000	2
137	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0003-0185	1.126	4672.787	2367	2240	12779	5260.779	4084	1.219	1.312	5060628.000	2
138	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0004-0190	0.216	3971.952	2352	2241	8336	858.841	3701	1.039	0.587	826166.000	2
139	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0005-0215	2.820	5004.213	3217	2240	14612	14113.387	4610	1.000	0.995	13576430.000	2
140	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0006-0201	0.191	4286.049	3097	2255	10603	819.824	3594	1.253	0.816	788633.000	2
141	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0007-0268	1.323	4405.784	2259	2250	10676	5830.386	4072	0.833	0.177	5608563.000	2
142	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0008-0269	0.872	4683.179	2250	2242	11230	4084.589	4289	0.810	-0.042	3929187.000	2
143	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0009-0252	0.653	4088.099	2611	2240	8440	2668.866	3941	0.731	0.056	2567326.000	2
144	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0010-0301	0.167	3558.969	2386	2241	6835	595.656	3241	0.934	-0.022	572994.000	2
145	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0011-0348	2.391	4394.409	2409	2240	12588	10506.885	3966	1.200	1.569	10107141.000	2
146	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0012-0328	0.676	4816.054	2248	2248	13993	3254.246	4463	1.112	1.899	3130435.000	2
147	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0013-0325	0.523	4279.388	2265	2264	13279	2237.666	3704	1.786	3.281	2152532.000	2
148	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0014-0329	0.686	4917.929	4057	2245	11565	3374.208	4579	0.873	0.562	3245833.000	2
149	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0015-0347	1.693	5098.617	3216	2250	14217	8634.141	4695	0.911	0.637	8305647.000	2
150	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0016-0409	2.269	5173.385	2444	2243	19693	11740.166	4666	1.356	2.947	11293500.000	2
151	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0017-0429	0.509	5124.531	2587	2241	15846	2610.333	4544	1.368	2.154	2511020.000	2
152	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0018-0435	0.777	4805.705	2331	2251	9906	3731.844	4639	0.552	-0.240	3589862.000	2
153	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0019-0435	0.350	5340.062	2606	2272	14277	1870.776	4683	1.286	1.133	1799601.000	2
154	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0020-0439	0.187	4979.428	2431	2278	10535	931.746	4691	0.620	-0.513	896297.000	2
155	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0021-0485	0.456	4265.841	2281	2247	9319	1946.771	3973	0.700	-0.217	1872704.000	2
156	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0022-0502	0.255	5417.041	2486	2254	14721	1379.666	4618	1.229	0.958	1327175.000	2
157	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0023-0530	0.366	4175.119	2401	2257	9058	1527.767	3828	0.811	-0.160	1469642.000	2
158	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_1(10)-1.tif:0024-0572	0.115	4713.613	2257	2257	10691	543.904	4429	1.047	0.741	523211.000	2
159	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0001-0062	0.137	994.492	598	578	1791	136.465	976	0.518	-0.483	131273.000	2
160	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0002-0072	0.240	1811.147	624	575	4724	434.922	1486	0.728	-0.408	418375.000	2
161	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0003-0101	0.281	902.737	606	573	2143	253.379	838	1.288	2.138	243739.000	2
162	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0004-0122	0.908	1632.259	854	574	6353	1481.320	1288	1.667	2.897	1424962.000	2
163	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0005-0115	0.146	960.207	708	577	1794	139.746	877	0.873	-0.195	134429.000	2
164	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0006-0162	0.860	1232.326	635	573	3687	1059.441	1094	1.496	2.813	1019134.000	2
165	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0007-0157	0.685	1105.398	595	573	3804	757.268	948	1.868	4.631	728457.000	2
166	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0008-0154	0.196	1061.725	657	575	2557	208.602	976	1.296	1.889	200666.000	2
167	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0009-0171	0.351	1208.840	1017	573	4157	424.748	1004	1.835	3.792	408588.000	2
168	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0010-0219	2.825	1209.493	630	573	3642	3417.421	1076	1.200	1.436	3287402.000	2
169	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0011-0180	0.126	1013.174	681	573	2898	127.443	828	2.029	3.606	122594.000	2
170	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0012-0206	0.924	1309.611	639	573	3459	1210.291	1153	1.058	0.760	1164244.000	2
171	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0013-0194	0.151	1088.924	747	580	2197	164.139	968	0.878	-0.117	157894.000	2
172	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0014-0195	0.205	892.411	588	575	1708	182.758	822	0.970	0.047	175805.000	2
173	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0015-0229	0.382	1049.948	1073	573	2307	400.571	949	1.149	0.680	385331.000	2
174	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0016-0245	0.522	1358.394	856	574	3804	708.884	1184	1.176	0.986	681914.000	2
175	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0017-0290	0.678	1288.446	1526	575	3435	873.292	1161	1.121	1.017	840067.000	2
176	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0018-0298	0.104	1116.420	693	575	2522	116.058	896	1.099	0.022	111642.000	2
177	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0019-0314	0.198	1299.558	617	576	3259	256.682	1191	1.050	0.825	246916.000	2
178	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0020-0317	0.188	1017.558	590	573	2139	191.462	873	1.047	0.133	184178.000	2
179	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0021-0346	0.255	1156.380	650	574	3223	294.518	945	1.540	1.591	283313.000	2
180	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0022-0377	0.170	939.207	658	578	1748	160.122	864	0.791	-0.173	154030.000	2
181	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0023-0395	0.147	835.972	676	573	1667	122.534	767	1.372	1.440	117872.000	2
182	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0024-0408	0.115	928.378	638	573	1746	107.126	851	0.930	0.264	103050.000	2
183	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0025-0416	0.107	1136.456	600	577	2559	121.685	1003	0.974	0.376	117055.000	2
184	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0026-0435	0.780	1290.473	724	574	3153	1006.134	1232	0.795	0.384	967855.000	2
185	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0027-0426	0.108	829.615	713	573	1602	89.692	779	1.318	1.672	86280.000	2
186	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0028-0443	0.685	1237.625	679	575	3110	847.852	1146	0.865	0.266	815595.000	2
187	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0029-0437	0.306	1277.418	689	574	3243	390.415	1106	1.116	0.685	375561.000	2
188	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0030-0482	0.177	880.647	610	573	1505	155.631	841	0.645	-0.496	149710.000	2
189	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0031-0495	0.385	1064.046	597	576	2347	409.268	958	0.884	0.083	393697.000	2
190	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0032-0497	0.112	1208.528	610	580	3041	135.683	1000	1.229	0.599	130521.000	2
191	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0033-0526	0.950	1343.464	884	573	3181	1276.491	1206	0.720	-0.278	1227926.000	2
192	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0034-0535	0.224	1000.395	593	577	2215	223.592	922	1.126	1.191	215085.000	2
193	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0035-0532	0.107	958.981	613	585	1697	102.682	880	0.847	-0.262	98775.000	2
194	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0036-0536	0.144	999.547	599	581	1632	144.432	971	0.334	-1.003	138937.000	2
195	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0037-0543	0.154	833.939	703	575	1458	128.304	758	0.956	-0.152	123423.000	2
196	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0038-0550	0.159	798.373	743	573	1192	126.982	772	0.525	-0.900	122151.000	2
197	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0039-0559	0.154	1108.493	845	579	2266	170.546	1041	0.863	0.025	164057.000	2
198	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0040-0562	0.286	950.629	657	573	1865	271.762	907	0.815	0.010	261423.000	2
199	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0041-0564	0.101	821.206	581	574	1191	82.807	803	0.338	-0.824	79657.000	2
200	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0042-0599	1.011	1221.860	624	573	3117	1235.891	1100	0.981	0.589	1188870.000	2
201	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0043-0603	0.341	1279.692	781	573	3866	436.340	1048	1.635	2.137	419739.000	2
202	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0044-0627	0.144	1274.482	637	576	2421	184.160	1212	0.429	-0.769	177153.000	2
203	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0045-0634	0.205	839.071	714	576	1706	171.835	783	1.594	2.971	165297.000	2
204	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0046-0653	0.559	1155.801	647	578	2786	646.414	1012	0.898	0.027	621821.000	2
205	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0047-0649	0.354	1138.238	1057	579	2420	403.490	1059	0.966	0.538	388139.000	2
206	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0048-0650	0.466	1126.415	646	573	2564	524.593	1046	0.959	0.389	504634.000	2
207	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0049-0705	1.270	1227.101	783	573	3402	1558.824	1125	1.030	0.943	1499517.000	2
208	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0050-0707	0.547	1557.255	1027	573	5079	851.513	1394	1.540	2.826	819116.000	2
209	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0051-0700	0.144	1022.899	640	584	1922	147.806	969	0.651	-0.393	142183.000	2
210	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0052-0724	0.351	1049.577	620	573	2487	368.788	913	1.235	0.950	354757.000	2
211	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0053-0742	0.318	886.121	592	573	1644	281.877	834	0.847	0.151	271153.000	2
212	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_04_Out_Channel Alignment.czi_nucleo_0(12)-1.tif:0054-0758	1.165	1331.797	688	574	3696	1551.991	1209	0.962	0.631	1492944.000	2
213	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0001-0088	0.125	5331.567	4403	3879	8719	665.092	5032	0.929	-0.082	639788.000	2
214	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0002-0122	0.228	7940.612	3864	3864	13734	1807.772	7779	0.193	-1.112	1738994.000	2
215	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0003-0159	0.141	6114.360	7138	3882	10474	864.442	5742	0.645	-0.457	831553.000	2
216	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0004-0186	0.911	8731.598	3864	3864	23445	7951.399	7723	0.871	0.172	7648880.000	2
217	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0005-0192	0.396	7464.465	3926	3858	18595	2956.442	6800	1.017	0.889	2843961.000	2
218	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0006-0221	0.400	7166.886	3887	3868	17342	2868.381	6301	1.321	1.240	2759251.000	2
219	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0007-0229	0.535	8137.181	6660	3862	25217	4356.391	7027	1.718	3.131	4190648.000	2
220	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0008-0270	0.557	7209.291	9643	3880	19472	4017.011	6663	1.415	2.760	3864180.000	2
221	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0009-0271	0.757	9061.159	3928	3864	22123	6857.421	8593	0.804	0.634	6596524.000	2
222	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0010-0288	0.158	6261.776	4699	3863	11302	989.434	5968	0.872	0.276	951790.000	2
223	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0011-0289	0.159	7043.510	5321	3890	14374	1120.279	5997	0.819	-0.480	1077657.000	2
224	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0012-0298	0.410	7597.183	4422	3860	17778	3111.677	6995	1.065	0.843	2993290.000	2
225	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0013-0326	0.233	6871.482	4246	3891	17743	1600.089	5978	1.703	2.732	1539212.000	2
226	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0014-0330	0.220	8504.698	4208	3877	16019	1874.306	8371	0.294	-0.840	1802996.000	2
227	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0015-0351	0.392	8162.706	4159	3793	19727	3199.051	7866	0.729	0.777	3077340.000	2
228	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0016-0379	0.332	10004.210	3915	3885	21421	3317.563	10143	0.337	-0.610	3191343.000	2
229	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0017-0382	0.402	6459.390	3890	3860	11202	2598.652	6146	0.531	-0.601	2499784.000	2
230	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0018-0446	0.485	8584.306	7383	3920	16933	4167.425	8496	0.296	-0.729	4008871.000	2
231	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0019-0442	0.483	7295.288	3904	3880	14805	3526.477	6784	0.772	0.024	3392309.000	2
232	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0020-0455	0.271	7023.563	4426	3893	18657	1905.652	6287	1.675	3.339	1833150.000	2
233	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0021-0458	0.107	7126.233	4381	3951	10652	763.032	7161	0.027	-1.324	734002.000	2
234	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0022-0465	0.198	7143.705	3859	3859	14002	1410.986	6746	0.547	-0.508	1357304.000	2
235	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0023-0478	0.214	6454.976	4196	3883	15368	1382.317	5422	1.477	1.579	1329725.000	2
236	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0024-0479	0.226	6333.535	3938	3865	13204	1428.735	5843	1.126	1.094	1374377.000	2
237	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_0(10)-1.tif:0025-0516	0.175	6919.399	4820	3869	13392	1208.435	6573	0.675	-0.326	1162459.000	2
238	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0001-0091	0.230	3204.851	2081	2068	6906	736.285	3029	1.378	2.221	708272.000	2
239	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0002-0125	0.341	3608.747	2662	2000	7459	1230.484	3334	0.765	-0.082	1183669.000	2
240	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0003-0128	0.182	3695.909	2105	2068	8263	672.365	3243	1.185	0.731	646784.000	2
241	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0004-0145	1.128	4799.373	2095	2074	12878	5413.273	4297	0.962	0.494	5207320.000	2
242	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0005-0137	0.438	3926.247	2131	2073	8890	1718.325	3596	0.959	0.269	1652950.000	2
243	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0006-0172	1.205	4444.405	2320	2068	13187	5354.793	3926	1.444	2.243	5151065.000	2
244	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0007-0165	0.320	4610.240	2232	2082	11642	1476.114	3915	1.153	0.640	1419954.000	2
245	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0008-0175	0.120	3836.104	4796	2100	7048	458.600	3710	0.502	-0.445	441152.000	2
246	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0009-0216	2.440	4745.549	2400	2070	12965	11578.312	4284	1.110	0.967	11137804.000	2
247	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0010-0188	0.176	5306.254	2179	2088	12157	932.224	4970	0.683	-0.406	896757.000	2
248	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0011-0199	0.154	4029.446	2510	2070	9145	619.944	3188	1.168	0.255	596358.000	2
249	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0012-0238	0.313	3960.395	2560	2069	9881	1239.227	3557	1.212	1.288	1192079.000	2
