,Label,Area,Mean,Circ.,IntDen,Kurt,RawIntDen,AR,Round,tto,tto2,imgn,nucleon,roin
117,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_3-roi_0-1.tiff,2.582,18.17,0.000811,46.92,9.111,45135,1.174,0.852,sifak,CT-siFAK,07,3,0
118,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_3-roi_1-1.tiff,2.296,16.507,0.000817,37.907,10.517,36465,1.0,1.0,sifak,CT-siFAK,07,3,1
119,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_4-roi_0-1.tiff,2.443,18.555,0.000816,45.33,8.821,43605,1.064,0.94,sifak,CT-siFAK,07,4,0
120,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_4-roi_1-1.tiff,3.792,19.852,0.000814,75.284,7.929,72420,1.123,0.891,sifak,CT-siFAK,07,4,1
121,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_4-roi_2-1.tiff,3.087,15.283,0.000816,47.185,11.749,45390,1.019,0.982,sifak,CT-siFAK,07,4,2
122,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-07_Out_Channel Alignment-1.czinucleo_4-roi_3-1.tiff,3.075,11.552,0.000813,35.521,17.122,34170,1.137,0.879,sifak,CT-siFAK,07,4,3
123,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,2.343,16.63,0.000816,38.968,10.403,37485,1.065,0.939,sifak,CT-siFAK,11,0,0
124,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,2.547,28.102,0.000816,71.573,4.198,68850,1.02,0.98,sifak,CT-siFAK,11,0,1
125,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,2.649,16.313,0.000816,43.209,10.7,41565,1.061,0.942,sifak,CT-siFAK,11,0,2
126,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,2.445,14.853,0.000816,36.317,12.23,34935,1.021,0.98,sifak,CT-siFAK,11,0,3
127,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_0-1.tiff,2.445,18.54,0.000816,45.33,8.833,43605,1.021,0.98,sifak,CT-siFAK,11,2,0
128,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_1-1.tiff,2.541,28.484,0.000814,72.368,4.078,69615,1.106,0.904,sifak,CT-siFAK,11,2,1
129,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_2-1.tiff,2.445,47.487,0.000816,116.107,0.599,111690,1.021,0.98,sifak,CT-siFAK,11,2,2
130,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_3-1.tiff,2.235,18.384,0.000812,41.088,8.949,39525,1.163,0.86,sifak,CT-siFAK,11,2,3
131,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_4-1.tiff,2.598,24.286,0.000816,63.09,5.605,60690,1.041,0.961,sifak,CT-siFAK,11,2,4
132,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_5-1.tiff,2.394,16.277,0.000816,38.968,10.735,37485,1.043,0.959,sifak,CT-siFAK,11,2,5
133,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_6-1.tiff,2.248,17.338,0.000816,38.968,9.78,37485,1.022,0.979,sifak,CT-siFAK,11,2,6
134,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_7-1.tiff,2.794,19.922,0.000812,55.668,7.885,53550,1.167,0.857,sifak,CT-siFAK,11,2,7
135,SUM_(14)CT-siFAK-h2ax-647-ku80-564-dapi-11_Out_Channel Alignment-1.czinucleo_2-roi_8-1.tiff,2.503,19.485,0.000802,48.776,8.17,46920,1.302,0.768,sifak,CT-siFAK,11,2,8
136,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-08_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,3.437,20.209,0.000816,69.452,7.704,66810,1.018,0.983,sifak,CT-siFAK,08,0,0
137,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,3.202,16.558,0.000816,53.017,10.469,51000,1.018,0.982,sifak,CT-siFAK,13,0,0
138,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,2.196,16.3,0.000815,35.787,10.713,34425,1.091,0.917,sifak,CT-siFAK,13,0,1
139,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,2.487,19.189,0.000813,47.715,8.37,45900,1.13,0.885,sifak,CT-siFAK,13,0,2
140,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,2.433,32.365,0.000812,78.73,3.024,75735,1.156,0.865,sifak,CT-siFAK,13,0,3
141,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,2.541,28.171,0.000814,71.573,4.176,68850,1.106,0.904,sifak,CT-siFAK,13,0,4
142,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,2.859,20.029,0.000815,57.258,7.817,55080,1.1,0.909,sifak,CT-siFAK,13,0,5
143,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,2.595,19.002,0.000815,49.306,8.5,47430,1.083,0.923,sifak,CT-siFAK,13,0,6
144,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_0-roi_7-1.tiff,3.416,15.986,0.000812,54.608,11.018,52530,1.17,0.855,sifak,CT-siFAK,13,0,7
145,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,2.526,20.988,0.00081,53.017,7.24,51000,1.2,0.833,sifak,CT-siFAK,13,1,0
146,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,2.479,32.503,0.000811,80.586,2.991,77520,1.178,0.849,sifak,CT-siFAK,13,1,1
147,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,2.802,16.937,0.000814,47.45,10.127,45645,1.122,0.891,sifak,CT-siFAK,13,1,2
148,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_1-roi_3-1.tiff,2.859,23.46,0.000815,67.067,5.971,64515,1.1,0.909,sifak,CT-siFAK,13,1,3
149,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_0-1.tiff,2.386,35.222,0.000813,84.032,2.4,80835,1.133,0.882,sifak,CT-siFAK,13,2,0
150,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_1-1.tiff,2.844,31.689,0.000811,90.129,3.189,86700,1.188,0.842,sifak,CT-siFAK,13,2,1
151,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_2-1.tiff,2.443,18.447,0.000816,45.065,8.902,43350,1.064,0.94,sifak,CT-siFAK,13,2,2
152,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_3-1.tiff,2.516,30.663,0.000806,77.14,3.453,74205,1.25,0.8,sifak,CT-siFAK,13,2,3
153,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_4-1.tiff,3.649,48.893,0.00081,178.402,0.453,171615,1.204,0.831,sifak,CT-siFAK,13,2,4
154,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_5-1.tiff,2.62,42.298,0.000807,110.806,1.228,106590,1.244,0.804,sifak,CT-siFAK,13,2,5
155,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_6-1.tiff,2.345,16.39,0.000816,38.437,10.627,36975,1.021,0.979,sifak,CT-siFAK,13,2,6
156,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_7-1.tiff,2.295,13.512,0.000816,31.015,13.928,29835,1.043,0.958,sifak,CT-siFAK,13,2,7
157,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_2-roi_8-1.tiff,2.548,37.87,0.000801,96.491,1.908,92820,1.326,0.754,sifak,CT-siFAK,13,2,8
158,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_3-roi_0-1.tiff,2.386,17.444,0.000813,41.618,9.691,40035,1.133,0.882,sifak,CT-siFAK,13,3,0
159,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_3-roi_1-1.tiff,2.865,25.074,0.000816,71.838,5.279,69105,1.019,0.981,sifak,CT-siFAK,13,3,1
160,SUM_(15)CT-siFAK-h2ax-647-ku80-564-dapi-13_Out_Channel Alignment-1.czinucleo_4-roi_0-1.tiff,2.439,15.0,0.000814,36.582,12.062,35190,1.109,0.902,sifak,CT-siFAK,13,4,0
161,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,2.7,58.129,0.000815,156.931,-0.318,150960,1.082,0.925,sifak,CT-siFAK,12,1,0
162,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,2.802,46.458,0.000814,130.157,0.712,125205,1.122,0.891,sifak,CT-siFAK,12,1,1
163,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,2.973,17.208,0.000816,51.161,9.891,49215,1.058,0.945,sifak,CT-siFAK,12,1,2
164,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_1-roi_3-1.tiff,2.678,46.328,0.000809,124.06,0.726,119340,1.217,0.821,sifak,CT-siFAK,12,1,3
165,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_4-roi_0-1.tiff,3.029,27.74,0.000801,84.032,4.314,80835,1.319,0.758,sifak,CT-siFAK,12,4,0
166,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_4-roi_1-1.tiff,2.704,43.039,0.000817,116.373,1.128,111945,1.0,1.0,sifak,CT-siFAK,12,4,1
167,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_4-roi_2-1.tiff,2.638,24.113,0.000813,63.621,5.679,61200,1.149,0.87,sifak,CT-siFAK,12,4,2
168,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_4-roi_3-1.tiff,5.655,36.188,0.000811,204.646,2.212,196860,1.176,0.85,sifak,CT-siFAK,12,4,3
169,SUM_(16)CT-siFAK-h2ax-647-ku80-564-dapi-12_Out_Channel Alignment-1.czinucleo_5-roi_0-1.tiff,2.394,30.56,0.000816,73.164,3.48,70380,1.043,0.959,sifak,CT-siFAK,12,5,0
170,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-05_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,3.678,29.839,0.000816,109.745,3.678,105570,1.052,0.951,sifak,CT-siFAK,05,0,0
171,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-05_Out_Channel Alignment-1.czinucleo_2-roi_0-1.tiff,3.196,27.292,0.000815,87.213,4.463,83895,1.094,0.914,sifak,CT-siFAK,05,2,0
172,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-05_Out_Channel Alignment-1.czinucleo_2-roi_1-1.tiff,2.343,30.206,0.000816,70.778,3.576,68085,1.065,0.939,sifak,CT-siFAK,05,2,1
173,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,2.651,32.5,0.000816,86.153,2.992,82875,1.02,0.98,sifak,CT-siFAK,06,0,0
174,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,3.202,37.919,0.000816,121.409,1.9,116790,1.018,0.982,sifak,CT-siFAK,06,0,1
175,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,5.609,52.881,0.000816,296.631,0.084,285345,1.07,0.934,sifak,CT-siFAK,06,1,0
176,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,6.15,47.069,0.000804,289.473,0.644,278460,1.279,0.782,sifak,CT-siFAK,06,1,1
177,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_10-1.tiff,4.249,50.289,0.000815,213.659,0.316,205530,1.098,0.91,sifak,CT-siFAK,06,1,10
178,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_11-1.tiff,2.495,11.9,0.000816,29.69,16.478,28560,1.042,0.96,sifak,CT-siFAK,06,1,11
179,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_12-1.tiff,2.343,59.508,0.000816,139.435,-0.41,134130,1.065,0.939,sifak,CT-siFAK,06,1,12
180,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,2.954,18.932,0.000811,55.933,8.549,53805,1.184,0.845,sifak,CT-siFAK,06,1,2
181,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_3-1.tiff,2.59,20.064,0.000814,51.957,7.795,49980,1.128,0.887,sifak,CT-siFAK,06,1,3
182,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_4-1.tiff,2.547,14.259,0.000816,36.317,12.942,34935,1.02,0.98,sifak,CT-siFAK,06,1,4
183,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_5-1.tiff,2.726,56.018,0.000807,152.689,-0.166,146880,1.239,0.807,sifak,CT-siFAK,06,1,5
184,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_6-1.tiff,2.811,36.59,0.000817,102.853,2.137,98940,1.0,1.0,sifak,CT-siFAK,06,1,6
185,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_7-1.tiff,2.598,52.653,0.000816,136.784,0.103,131580,1.041,0.961,sifak,CT-siFAK,06,1,7
186,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_8-1.tiff,2.865,13.416,0.000816,38.437,14.062,36975,1.019,0.981,sifak,CT-siFAK,06,1,8
187,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_9-1.tiff,3.259,43.191,0.000816,140.76,1.108,135405,1.036,0.965,sifak,CT-siFAK,06,1,9
188,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_0-1.tiff,2.495,25.606,0.000816,63.886,5.07,61455,1.042,0.96,sifak,CT-siFAK,06,2,0
189,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_1-1.tiff,2.345,22.945,0.000816,53.812,6.212,51765,1.021,0.979,sifak,CT-siFAK,06,2,1
190,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_10-1.tiff,2.2,19.402,0.000817,42.679,8.225,41055,1.0,1.0,sifak,CT-siFAK,06,2,10
191,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_11-1.tiff,5.683,34.05,0.000815,193.512,2.643,186150,1.085,0.922,sifak,CT-siFAK,06,2,11
192,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_2-1.tiff,2.894,18.227,0.000809,52.752,9.067,50745,1.208,0.828,sifak,CT-siFAK,06,2,2
193,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_3-1.tiff,2.599,16.626,0.000817,43.209,10.407,41565,1.0,1.0,sifak,CT-siFAK,06,2,3
194,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_4-1.tiff,3.371,24.533,0.000787,82.707,5.501,79560,1.468,0.681,sifak,CT-siFAK,06,2,4
195,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_5-1.tiff,3.189,44.384,0.000813,141.556,0.956,136170,1.135,0.881,sifak,CT-siFAK,06,2,5
196,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_6-1.tiff,2.487,50.105,0.000813,124.59,0.334,119850,1.13,0.885,sifak,CT-siFAK,06,2,6
197,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_7-1.tiff,2.695,13.478,0.000814,36.317,13.976,34935,1.125,0.889,sifak,CT-siFAK,06,2,7
198,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_8-1.tiff,2.496,15.931,0.000817,39.763,11.073,38250,1.0,1.0,sifak,CT-siFAK,06,2,8
199,SUM_(17)CT-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_9-1.tiff,2.598,30.102,0.000816,78.2,3.605,75225,1.041,0.961,sifak,CT-siFAK,06,2,9
200,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,3.437,80.681,0.000816,277.279,-1.377,266730,1.018,0.983,dox_sc,Dox-scramble,03,0,0
201,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,2.295,57.976,0.000816,133.073,-0.307,128010,1.043,0.958,dox_sc,Dox-scramble,03,0,1
202,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_10-1.tiff,2.394,36.761,0.000816,88.008,2.105,84660,1.043,0.959,dox_sc,Dox-scramble,03,0,10
203,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_11-1.tiff,2.573,32.867,0.000808,84.562,2.907,81345,1.222,0.818,dox_sc,Dox-scramble,03,0,11
204,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_12-1.tiff,2.573,60.994,0.000808,156.931,-0.505,150960,1.222,0.818,dox_sc,Dox-scramble,03,0,12
205,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_13-1.tiff,4.6,63.563,0.000805,292.389,-0.656,281265,1.271,0.787,dox_sc,Dox-scramble,03,0,13
206,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_14-1.tiff,4.527,68.098,0.000816,308.294,-0.891,296565,1.031,0.97,dox_sc,Dox-scramble,03,0,14
207,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_15-1.tiff,2.445,53.559,0.000816,130.952,0.027,125970,1.021,0.98,dox_sc,Dox-scramble,03,0,15
208,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_16-1.tiff,2.755,44.649,0.000816,123.0,0.923,118320,1.06,0.943,dox_sc,Dox-scramble,03,0,16
209,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_17-1.tiff,2.63,69.545,0.00081,182.909,-0.958,175950,1.196,0.836,dox_sc,Dox-scramble,03,0,17
210,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_18-1.tiff,4.059,59.881,0.000803,243.083,-0.435,233835,1.291,0.775,dox_sc,Dox-scramble,03,0,18
211,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,2.492,33.298,0.000815,82.972,2.808,79815,1.085,0.922,dox_sc,Dox-scramble,03,0,19
212,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,3.2,65.283,0.000816,208.887,-0.75,200940,1.056,0.947,dox_sc,Dox-scramble,03,0,2
213,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,2.666,62.234,0.000805,165.943,-0.58,159630,1.267,0.789,dox_sc,Dox-scramble,03,0,20
214,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_21-1.tiff,2.439,59.565,0.000814,145.267,-0.414,139740,1.109,0.902,dox_sc,Dox-scramble,03,0,21
215,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_22-1.tiff,4.318,78.084,0.000815,337.189,-1.293,324360,1.081,0.925,dox_sc,Dox-scramble,03,0,22
216,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_23-1.tiff,3.318,69.821,0.000816,231.685,-0.971,222870,1.018,0.982,dox_sc,Dox-scramble,03,0,23
217,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_24-1.tiff,4.221,59.542,0.000809,251.301,-0.413,241740,1.207,0.829,dox_sc,Dox-scramble,03,0,24
218,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_25-1.tiff,2.495,62.688,0.000816,156.4,-0.606,150450,1.042,0.96,dox_sc,Dox-scramble,03,0,25
219,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_26-1.tiff,3.437,59.238,0.000816,203.586,-0.393,195840,1.018,0.983,dox_sc,Dox-scramble,03,0,26
220,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_27-1.tiff,3.733,67.744,0.000814,252.891,-0.874,243270,1.105,0.905,dox_sc,Dox-scramble,03,0,27
221,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_28-1.tiff,2.545,96.667,0.000816,245.999,-1.752,236640,1.062,0.941,dox_sc,Dox-scramble,03,0,28
222,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_29-1.tiff,3.803,56.744,0.000816,215.78,-0.22,207570,1.051,0.952,dox_sc,Dox-scramble,03,0,29
223,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,3.424,76.562,0.000813,262.169,-1.24,252195,1.13,0.885,dox_sc,Dox-scramble,03,0,3
224,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_30-1.tiff,6.953,61.882,0.000812,430.234,-0.559,413865,1.158,0.864,dox_sc,Dox-scramble,03,0,30
225,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_31-1.tiff,3.799,75.649,0.000815,287.353,-1.207,276420,1.086,0.921,dox_sc,Dox-scramble,03,0,31
226,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_32-1.tiff,4.109,62.702,0.000813,257.663,-0.607,247860,1.136,0.881,dox_sc,Dox-scramble,03,0,32
227,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_33-1.tiff,2.911,60.654,0.000814,176.547,-0.484,169830,1.12,0.893,dox_sc,Dox-scramble,03,0,33
228,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_34-1.tiff,4.477,66.903,0.000807,299.547,-0.833,288150,1.237,0.808,dox_sc,Dox-scramble,03,0,34
229,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_35-1.tiff,2.495,49.194,0.000816,122.735,0.423,118065,1.042,0.96,dox_sc,Dox-scramble,03,0,35
230,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_36-1.tiff,5.389,61.291,0.000805,330.296,-0.523,317730,1.266,0.79,dox_sc,Dox-scramble,03,0,36
231,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,2.911,49.361,0.000814,143.676,0.406,138210,1.12,0.893,dox_sc,Dox-scramble,03,0,4
232,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,3.362,56.851,0.000799,191.127,-0.228,183855,1.347,0.742,dox_sc,Dox-scramble,03,0,5
233,SUM_(11)Dox-scramble-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,3.406,82.431,0.000809,280.725,-1.429,270045,1.212,0.825,dox_sc,Dox-scramble,03,0,6
